minTemp,maxTemp,minHumid,maxHumid,currentTemp,currentHumid,currentMonth,goalTemp,goalHumid,userDecision
20,25,30,50,16.9,55.1,12,22,40,1
20,26,30,45,5.8,54.2,10,23,37,1
19,26,30,50,24.4,32.8,4,0,0,1
20,25,35,50,26.2,55.2,6,22,42,1
20,25,35,50,33.7,9.7,6,22,42,1
20,25,30,50,23.2,49.9,12,0,0,0
20,25,30,50,11.8,57.2,12,22,40,1
20,25,30,50,15.6,57.5,12,22,40,1
20,26,25,45,22.5,29.7,7,0,0,1
18,27,40,50,29.2,67.7,5,22,45,1
20,26,25,40,14.8,38.9,9,23,32,1
23,26,30,50,24.1,49.8,2,0,0,0
19,26,30,50,37.5,79.5,4,22,40,1
20,26,25,50,9.0,49.7,11,23,37,1
20,25,35,50,23.6,43.6,6,0,0,0
19,26,30,40,47.1,49.8,8,22,35,1
20,26,25,50,22.8,55.3,11,23,37,1
18,27,40,50,18.9,41.2,5,0,0,1
20,25,30,50,-3.9,41.3,12,22,40,1
20,26,30,45,7.0,42.3,10,23,37,1
18,27,40,50,23.0,44.4,5,0,0,0
20,25,35,50,40.1,78.3,6,22,42,1
20,26,25,45,28.2,50.7,7,23,35,1
20,26,30,50,23.2,40.4,3,0,0,1
23,26,30,50,0.6,50.6,2,24,40,1
20,25,35,50,21.6,32.8,6,22,42,1
20,25,30,50,20.1,35.7,12,0,0,1
23,26,30,50,-10.6,52.2,2,24,40,1
20,26,25,45,28.6,57.4,7,23,35,1
19,26,30,50,23.5,36.3,4,0,0,0
20,26,25,40,15.7,46.4,9,23,32,1
20,26,25,50,15.4,27.1,11,23,37,1
18,27,40,50,22.1,47.1,5,0,0,0
20,26,25,45,51.3,30.6,7,23,35,1
20,26,25,40,15.9,25.1,9,23,32,1
19,26,30,50,19.4,30.9,4,0,0,1
20,26,30,45,-3.5,52.3,10,23,37,1
18,27,40,50,35.4,27.0,5,22,45,1
20,26,25,50,22.2,25.6,11,0,0,0
20,26,25,50,-13.2,53.3,11,23,37,1
20,25,35,50,20.6,30.5,6,22,42,1
19,26,30,50,24.2,30.6,4,0,0,0
23,26,30,50,0.9,58.0,2,24,40,1
24,27,30,50,10.5,23.6,1,25,40,1
20,26,25,40,23.0,28.1,9,0,0,0
20,25,30,50,5.0,52.9,12,22,40,1
19,26,30,50,20.4,29.9,4,22,40,1
20,26,30,45,21.3,37.5,10,0,0,0
20,26,30,50,-0.5,50.1,3,23,40,1
18,27,40,50,17.3,64.7,5,22,45,1
20,26,30,45,24.2,30.4,10,0,0,0
19,26,30,50,45.8,57.3,4,22,40,1
19,26,30,50,21.4,7.0,4,22,40,1
20,26,25,50,21.6,42.8,11,0,0,0
20,26,30,50,-8.4,54.9,3,23,40,1
19,26,30,40,32.4,42.7,8,22,35,1
23,26,30,50,23.4,36.7,2,0,0,0
20,26,25,45,37.6,61.4,7,23,35,1
20,26,30,50,6.7,20.3,3,23,40,1
20,26,25,40,21.8,34.8,9,0,0,0
20,26,30,45,14.2,49.5,10,23,37,1
24,27,30,50,24.8,24.0,1,25,40,1
20,26,25,50,20.9,49.5,11,0,0,0
19,26,30,50,32.6,30.8,4,22,40,1
19,26,30,40,21.3,58.3,8,22,35,1
20,26,30,45,21.3,36.3,10,0,0,1
19,26,30,50,27.6,68.3,4,22,40,1
20,25,35,50,23.8,20.1,6,22,42,1
20,25,30,50,23.1,47.7,12,0,0,1
20,26,25,45,39.1,45.5,7,23,35,1
20,25,30,50,7.8,27.0,12,22,40,1
20,26,25,50,20.2,37.6,11,0,0,0
23,26,30,50,4.8,38.8,2,24,40,1
24,27,30,50,22.6,48.0,1,25,40,1
20,26,25,45,20.1,33.0,7,0,0,1
20,26,25,40,3.3,43.5,9,23,32,1
20,26,30,45,19.8,24.8,10,23,37,1
19,26,30,40,23.9,37.2,8,0,0,0
24,27,30,50,18.7,54.2,1,25,40,1
20,25,35,50,23.8,23.2,6,22,42,1
19,26,30,50,21.2,43.8,4,0,0,1
24,27,30,50,4.0,53.2,1,25,40,1
19,26,30,40,28.4,47.9,8,22,35,1
23,26,30,50,24.7,30.8,2,0,0,1
24,27,30,50,-3.8,30.1,1,25,40,1
24,27,30,50,14.7,49.4,1,25,40,1
23,26,30,50,25.8,33.2,2,0,0,0
23,26,30,50,3.7,29.3,2,24,40,1
18,27,40,50,31.4,32.2,5,22,45,1
20,26,30,45,22.7,34.8,10,0,0,0
20,26,30,50,-0.5,51.2,3,23,40,1
18,27,40,50,20.3,22.3,5,22,45,1
20,25,35,50,23.8,39.2,6,0,0,0
20,26,30,50,12.5,38.1,3,23,40,1
20,26,30,50,5.9,26.3,3,23,40,1
18,27,40,50,18.0,47.4,5,0,0,0
19,26,30,40,51.1,68.7,8,22,35,1
20,26,25,50,14.8,24.1,11,23,37,1
20,26,25,45,25.4,42.3,7,0,0,0
23,26,30,50,10.2,55.2,2,24,40,1
24,27,30,50,28.2,21.6,1,25,40,1
20,26,30,50,22.2,36.2,3,0,0,0
20,26,25,50,-7.9,52.2,11,23,37,1
20,26,30,50,9.8,28.6,3,23,40,1
20,26,25,40,23.3,30.6,9,0,0,0
20,26,25,40,-1.8,33.3,9,23,32,1
18,27,40,50,34.6,34.0,5,22,45,1
20,25,35,50,20.5,41.9,6,0,0,0
20,26,30,45,7.6,24.0,10,23,37,1
19,26,30,50,34.3,9.1,4,22,40,1
20,26,30,50,22.6,32.6,3,0,0,0
20,25,35,50,43.8,67.7,6,22,42,1
19,26,30,50,28.1,11.8,4,22,40,1
18,27,40,50,19.1,44.7,5,0,0,1
20,26,25,50,8.6,55.0,11,23,37,1
19,26,30,50,28.6,67.8,4,22,40,1
20,26,30,50,22.4,38.4,3,0,0,0
19,26,30,40,41.7,48.8,8,22,35,1
20,26,25,45,25.6,52.9,7,23,35,1
24,27,30,50,26.3,33.0,1,0,0,0
20,26,30,45,7.7,53.4,10,23,37,1
20,26,25,50,15.1,17.0,11,23,37,1
24,27,30,50,24.2,36.5,1,0,0,1
20,26,30,50,-0.9,55.9,3,23,40,1
19,26,30,50,29.2,63.0,4,22,40,1
20,26,25,50,23.8,46.4,11,0,0,1
20,25,35,50,41.0,58.5,6,22,42,1
19,26,30,50,30.5,50.8,4,22,40,1
20,26,25,40,22.0,32.1,9,0,0,0
20,26,25,45,48.6,45.7,7,23,35,1
20,25,35,50,24.6,33.8,6,22,42,1
20,26,25,40,24.8,26.1,9,0,0,0
24,27,30,50,-7.6,33.3,1,25,40,1
23,26,30,50,13.7,23.7,2,24,40,1
18,27,40,50,19.7,48.0,5,0,0,0
24,27,30,50,4.8,53.9,1,25,40,1
20,26,25,45,33.1,49.8,7,23,35,1
20,25,30,50,20.4,46.3,12,0,0,0
20,26,25,45,43.6,24.1,7,23,35,1
20,25,30,50,19.6,33.1,12,22,40,1
19,26,30,50,25.8,36.5,4,0,0,0
20,26,25,40,12.2,33.1,9,23,32,1
20,26,30,50,9.5,34.6,3,23,40,1
20,26,25,50,25.9,25.1,11,0,0,0
20,25,30,50,-13.9,52.5,12,22,40,1
20,26,30,45,9.1,52.0,10,23,37,1
20,26,25,45,23.0,31.6,7,0,0,1
20,26,30,45,3.4,33.1,10,23,37,1
19,26,30,50,18.4,61.5,4,22,40,1
18,27,40,50,22.2,41.1,5,0,0,0
20,26,25,40,5.6,19.0,9,23,32,1
23,26,30,50,18.8,57.2,2,24,40,1
20,26,25,50,24.9,38.3,11,0,0,0
20,26,30,45,7.3,49.1,10,23,37,1
19,26,30,40,30.3,58.4,8,22,35,1
19,26,30,40,22.5,39.9,8,0,0,0
23,26,30,50,14.6,29.7,2,24,40,1
20,25,35,50,20.1,20.1,6,22,42,1
18,27,40,50,19.5,49.0,5,0,0,0
18,27,40,50,34.6,67.1,5,22,45,1
18,27,40,50,36.4,35.4,5,22,45,1
20,26,25,50,23.9,47.6,11,0,0,0
19,26,30,40,47.7,49.5,8,22,35,1
20,25,35,50,17.1,11.4,6,22,42,1
20,25,30,50,20.5,35.5,12,0,0,0
18,27,40,50,46.2,62.0,5,22,45,1
19,26,30,50,26.0,60.4,4,22,40,1
20,26,30,45,20.0,31.1,10,0,0,0
20,26,30,45,13.5,41.1,10,23,37,1
19,26,30,40,18.4,10.6,8,22,35,1
19,26,30,50,22.6,40.3,4,0,0,0
20,26,25,45,31.7,54.7,7,23,35,1
24,27,30,50,19.6,27.6,1,25,40,1
20,26,30,45,21.0,42.7,10,0,0,1
20,25,30,50,-2.4,54.1,12,22,40,1
20,25,35,50,21.6,9.6,6,22,42,1
20,26,30,50,22.6,37.1,3,0,0,1
20,26,25,50,1.3,35.3,11,23,37,1
20,26,30,45,21.6,44.2,10,23,37,1
20,25,30,50,20.3,42.1,12,0,0,0
19,26,30,40,51.0,30.5,8,22,35,1
19,26,30,40,27.9,5.4,8,22,35,1
24,27,30,50,26.3,34.9,1,0,0,1
20,26,30,50,-7.7,57.6,3,23,40,1
20,26,25,40,19.6,37.7,9,23,32,1
20,25,35,50,22.4,43.3,6,0,0,0
19,26,30,40,29.7,51.4,8,22,35,1
20,25,35,50,33.5,68.5,6,22,42,1
19,26,30,50,19.9,45.2,4,0,0,0
19,26,30,50,42.2,29.9,4,22,40,1
20,26,25,50,18.0,24.8,11,23,37,1
20,26,30,45,25.3,30.6,10,0,0,1
20,26,30,50,-14.0,58.0,3,23,40,1
19,26,30,50,17.6,20.8,4,22,40,1
19,26,30,50,23.1,36.1,4,0,0,0
24,27,30,50,12.2,56.8,1,25,40,1
23,26,30,50,21.2,24.6,2,24,40,1
20,26,30,50,20.2,43.3,3,0,0,1
19,26,30,40,46.3,54.6,8,22,35,1
20,26,25,40,11.4,25.7,9,23,32,1
24,27,30,50,25.1,43.6,1,0,0,0
20,26,30,45,-1.4,24.6,10,23,37,1
19,26,30,50,23.9,57.4,4,22,40,1
20,25,35,50,20.8,48.5,6,0,0,1
23,26,30,50,-6.8,54.4,2,24,40,1
20,25,30,50,12.8,22.2,12,22,40,1
20,26,30,45,25.7,40.7,10,0,0,0
20,26,25,40,1.6,46.4,9,23,32,1
23,26,30,50,18.1,57.0,2,24,40,1
19,26,30,50,20.3,38.7,4,0,0,0
20,26,25,40,-2.7,40.4,9,23,32,1
18,27,40,50,21.5,19.0,5,22,45,1
20,26,30,50,21.0,31.5,3,0,0,0
20,25,35,50,41.9,50.2,6,22,42,1
24,27,30,50,19.7,59.0,1,25,40,1
20,26,25,40,21.9,36.3,9,0,0,1
20,26,30,45,8.7,51.4,10,23,37,1
19,26,30,40,30.6,20.7,8,22,35,1
23,26,30,50,25.4,30.3,2,0,0,1
20,26,30,50,4.3,55.5,3,23,40,1
19,26,30,50,24.9,53.4,4,22,40,1
24,27,30,50,24.4,38.5,1,0,0,1
20,26,25,50,7.9,45.9,11,23,37,1
19,26,30,40,22.9,22.3,8,22,35,1
20,26,30,50,20.1,33.5,3,0,0,0
18,27,40,50,41.4,61.3,5,22,45,1
19,26,30,50,29.4,61.4,4,22,40,1
19,26,30,40,21.8,33.5,8,0,0,1
24,27,30,50,15.6,56.6,1,25,40,1
20,26,30,50,5.2,59.7,3,23,40,1
20,26,30,45,24.3,32.1,10,0,0,0
20,25,30,50,2.5,52.8,12,22,40,1
20,26,30,45,12.5,44.2,10,23,37,1
20,26,25,45,23.3,39.0,7,0,0,0
20,26,25,45,44.7,37.9,7,23,35,1
20,26,30,50,23.2,32.7,3,23,40,1
20,25,35,50,22.3,44.7,6,0,0,0
20,25,35,50,31.1,60.8,6,22,42,1
18,27,40,50,26.7,11.7,5,22,45,1
19,26,30,40,24.0,31.7,8,0,0,0
23,26,30,50,-5.5,54.8,2,24,40,1
20,26,30,50,24.3,52.7,3,23,40,1
19,26,30,40,22.4,32.7,8,0,0,1
18,27,40,50,27.7,77.3,5,22,45,1
20,25,30,50,21.2,28.7,12,22,40,1
20,25,30,50,21.4,40.8,12,0,0,0
18,27,40,50,40.1,49.8,5,22,45,1
19,26,30,50,25.2,3.2,4,22,40,1
18,27,40,50,18.3,43.7,5,0,0,1
18,27,40,50,36.4,79.4,5,22,45,1
24,27,30,50,14.1,57.3,1,25,40,1
23,26,30,50,23.3,40.6,2,0,0,0
20,26,25,50,15.4,52.7,11,23,37,1
20,26,25,50,21.0,18.5,11,23,37,1
20,25,30,50,22.4,44.5,12,0,0,0
20,25,35,50,40.4,55.0,6,22,42,1
20,25,35,50,29.9,20.4,6,22,42,1
18,27,40,50,21.2,42.4,5,0,0,0
19,26,30,50,52.8,47.9,4,22,40,1
18,27,40,50,32.1,28.5,5,22,45,1
20,26,25,45,24.2,25.1,7,0,0,1
23,26,30,50,19.8,56.5,2,24,40,1
20,26,25,50,10.8,27.6,11,23,37,1
23,26,30,50,24.1,38.7,2,0,0,0
20,26,25,50,-4.6,52.2,11,23,37,1
20,26,25,40,8.5,40.2,9,23,32,1
24,27,30,50,26.2,45.1,1,0,0,1
20,25,35,50,34.3,54.6,6,22,42,1
20,26,25,45,25.1,56.3,7,23,35,1
20,26,30,45,25.6,39.0,10,0,0,1
20,26,25,45,29.4,69.8,7,23,35,1
20,26,25,40,5.6,28.8,9,23,32,1
20,26,25,50,23.5,37.1,11,0,0,1
18,27,40,50,50.8,64.4,5,22,45,1
18,27,40,50,24.5,24.2,5,22,45,1
20,26,25,45,24.2,37.0,7,0,0,1
20,26,25,40,-5.5,44.6,9,23,32,1
18,27,40,50,20.2,58.4,5,22,45,1
20,26,30,45,24.8,40.8,10,0,0,0
20,25,35,50,34.3,48.9,6,22,42,1
23,26,30,50,14.9,49.4,2,24,40,1
20,26,30,45,25.6,35.5,10,0,0,0
20,26,30,45,-6.8,46.6,10,23,37,1
19,26,30,40,35.9,46.6,8,22,35,1
20,26,25,40,24.7,39.3,9,0,0,0
20,26,30,45,-9.1,64.2,10,23,37,1
20,26,30,50,22.6,54.0,3,23,40,1
24,27,30,50,25.9,48.6,1,0,0,0
19,26,30,50,43.7,68.5,4,22,40,1
20,26,30,50,6.7,25.5,3,23,40,1
20,25,30,50,21.3,33.1,12,0,0,1
20,26,30,50,-5.3,52.9,3,23,40,1
19,26,30,50,20.2,51.6,4,22,40,1
23,26,30,50,25.3,39.3,2,0,0,0
19,26,30,50,33.9,51.3,4,22,40,1
23,26,30,50,21.0,52.9,2,24,40,1
18,27,40,50,20.2,49.0,5,0,0,0
20,26,25,50,-4.5,53.1,11,23,37,1
20,25,30,50,21.5,21.4,12,22,40,1
19,26,30,50,22.4,45.8,4,0,0,0
20,26,30,45,-10.4,46.5,10,23,37,1
19,26,30,40,23.0,23.7,8,22,35,1
20,25,30,50,22.0,47.8,12,0,0,0
20,26,30,50,-3.0,29.2,3,23,40,1
18,27,40,50,17.4,69.4,5,22,45,1
20,25,35,50,21.5,41.6,6,0,0,0
20,26,30,45,-1.7,45.0,10,23,37,1
20,26,30,45,8.7,20.5,10,23,37,1
20,26,30,45,23.5,42.8,10,0,0,1
20,26,30,45,-13.3,54.9,10,23,37,1
20,26,25,50,12.2,19.7,11,23,37,1
20,25,30,50,21.2,35.7,12,0,0,0
18,27,40,50,45.7,57.0,5,22,45,1
20,26,30,45,12.1,34.4,10,23,37,1
20,26,25,50,22.0,43.1,11,0,0,1
20,25,35,50,33.8,58.8,6,22,42,1
20,26,30,50,16.4,27.0,3,23,40,1
24,27,30,50,24.6,30.9,1,0,0,1
20,26,25,40,-12.3,42.7,9,23,32,1
20,26,25,45,19.2,61.6,7,23,35,1
18,27,40,50,18.1,45.9,5,0,0,0
18,27,40,50,32.2,77.1,5,22,45,1
19,26,30,40,16.4,24.4,8,22,35,1
19,26,30,40,19.3,32.0,8,0,0,1
18,27,40,50,36.8,46.2,5,22,45,1
24,27,30,50,17.7,47.9,1,25,40,1
20,25,30,50,23.8,36.7,12,0,0,0
20,25,35,50,34.4,47.7,6,22,42,1
20,25,35,50,28.8,52.6,6,22,42,1
20,26,25,50,25.4,26.4,11,0,0,0
23,26,30,50,10.2,21.1,2,24,40,1
20,26,25,40,13.6,22.4,9,23,32,1
18,27,40,50,23.7,48.5,5,0,0,1
19,26,30,40,36.0,21.6,8,22,35,1
23,26,30,50,18.3,28.1,2,24,40,1
19,26,30,40,23.3,38.9,8,0,0,0
19,26,30,40,40.9,44.8,8,22,35,1
20,25,35,50,24.6,10.9,6,22,42,1
20,26,30,50,22.0,34.2,3,0,0,1
19,26,30,50,34.9,20.2,4,22,40,1
24,27,30,50,27.9,32.7,1,25,40,1
20,26,25,50,24.9,37.2,11,0,0,0
23,26,30,50,-8.1,52.8,2,24,40,1
20,26,25,50,10.7,21.4,11,23,37,1
19,26,30,40,25.0,39.8,8,0,0,1
19,26,30,50,31.2,62.3,4,22,40,1
18,27,40,50,21.9,56.1,5,22,45,1
23,26,30,50,23.7,48.9,2,0,0,1
20,25,35,50,35.7,72.8,6,22,42,1
24,27,30,50,23.0,34.8,1,25,40,1
20,26,25,40,22.1,32.1,9,0,0,0
23,26,30,50,10.6,57.1,2,24,40,1
18,27,40,50,29.4,54.9,5,22,45,1
23,26,30,50,25.0,41.1,2,0,0,1
23,26,30,50,5.7,57.5,2,24,40,1
20,26,30,45,20.7,43.3,10,23,37,1
20,26,25,50,25.4,48.4,11,0,0,1
20,26,25,40,-5.9,25.3,9,23,32,1
20,26,25,45,25.5,7.9,7,23,35,1
24,27,30,50,25.9,43.4,1,0,0,0
18,27,40,50,43.4,52.8,5,22,45,1
20,26,30,45,22.9,50.3,10,23,37,1
20,26,30,50,22.3,32.1,3,0,0,1
18,27,40,50,37.7,56.6,5,22,45,1
20,26,30,45,5.3,50.5,10,23,37,1
18,27,40,50,26.5,41.8,5,0,0,1
20,26,25,50,-13.5,58.1,11,23,37,1
24,27,30,50,19.9,47.6,1,25,40,1
20,25,30,50,21.0,32.0,12,0,0,0
24,27,30,50,12.6,55.3,1,25,40,1
24,27,30,50,17.7,20.3,1,25,40,1
20,26,25,40,21.5,33.5,9,0,0,0
20,26,25,45,31.5,48.1,7,23,35,1
20,26,25,40,12.2,26.9,9,23,32,1
20,26,25,40,23.9,29.1,9,0,0,0
18,27,40,50,30.2,49.9,5,22,45,1
20,26,25,40,8.7,23.9,9,23,32,1
18,27,40,50,26.3,40.2,5,0,0,0
19,26,30,40,42.5,65.9,8,22,35,1
20,25,30,50,10.7,57.9,12,22,40,1
20,26,30,45,22.3,37.4,10,0,0,0
20,26,30,50,-12.5,55.8,3,23,40,1
20,25,30,50,13.0,54.6,12,22,40,1
20,26,25,50,22.0,42.9,11,0,0,1
23,26,30,50,3.2,59.4,2,24,40,1
20,25,30,50,18.7,28.3,12,22,40,1
20,25,35,50,22.0,44.9,6,0,0,0
24,27,30,50,14.0,40.8,1,25,40,1
20,26,25,45,28.3,48.0,7,23,35,1
23,26,30,50,24.8,34.6,2,0,0,1
19,26,30,40,37.0,32.8,8,22,35,1
19,26,30,40,17.5,42.1,8,22,35,1
20,25,35,50,21.3,42.1,6,0,0,0
20,26,30,50,16.2,52.1,3,23,40,1
20,26,25,50,20.0,25.0,11,23,37,1
19,26,30,50,19.3,47.9,4,0,0,0
20,26,30,50,-2.3,53.7,3,23,40,1
20,26,30,45,24.0,34.1,10,23,37,1
20,26,25,45,23.5,34.0,7,0,0,0
20,26,25,45,36.2,32.9,7,23,35,1
18,27,40,50,21.3,30.8,5,22,45,1
23,26,30,50,23.2,44.7,2,0,0,0
20,26,25,40,-9.1,44.8,9,23,32,1
20,26,25,45,25.7,22.7,7,23,35,1
18,27,40,50,19.6,42.9,5,0,0,1
23,26,30,50,-1.5,30.6,2,24,40,1
20,26,30,45,17.0,34.5,10,23,37,1
20,26,25,45,20.8,31.7,7,0,0,0
20,26,25,40,-2.9,46.4,9,23,32,1
19,26,30,50,21.3,2.8,4,22,40,1
20,26,25,45,22.4,26.3,7,0,0,1
20,26,25,40,16.9,44.2,9,23,32,1
18,27,40,50,21.4,55.1,5,22,45,1
20,26,25,50,23.6,36.6,11,0,0,1
20,25,30,50,5.0,55.6,12,22,40,1
20,26,25,50,8.9,21.2,11,23,37,1
20,26,30,45,21.3,30.1,10,0,0,0
19,26,30,50,48.2,75.0,4,22,40,1
20,26,30,45,11.4,26.3,10,23,37,1
20,26,25,50,21.5,46.9,11,0,0,0
20,26,25,40,-1.5,40.0,9,23,32,1
20,26,25,50,23.7,21.1,11,23,37,1
24,27,30,50,26.8,32.0,1,0,0,1
20,25,30,50,6.5,56.5,12,22,40,1
20,26,25,40,15.8,23.1,9,23,32,1
19,26,30,40,22.8,38.9,8,0,0,0
19,26,30,40,41.5,46.7,8,22,35,1
18,27,40,50,23.7,16.0,5,22,45,1
20,26,25,50,22.6,45.7,11,0,0,1
20,26,30,45,-8.3,51.9,10,23,37,1
20,26,30,45,21.6,45.2,10,23,37,1
23,26,30,50,26.0,43.7,2,0,0,0
19,26,30,50,47.7,27.1,4,22,40,1
19,26,30,40,29.5,0.6,8,22,35,1
20,25,30,50,24.2,42.1,12,0,0,0
18,27,40,50,47.3,48.6,5,22,45,1
20,26,30,50,18.5,20.9,3,23,40,1
20,26,25,50,20.9,37.0,11,0,0,0
20,26,30,50,-0.8,20.2,3,23,40,1
20,26,25,45,17.3,22.2,7,23,35,1
19,26,30,50,19.8,30.8,4,0,0,0
23,26,30,50,8.9,56.1,2,24,40,1
20,26,25,40,17.3,38.3,9,23,32,1
19,26,30,50,21.4,47.9,4,0,0,0
20,26,30,45,-1.2,46.5,10,23,37,1
20,26,30,45,12.4,30.4,10,23,37,1
20,26,30,45,25.1,43.7,10,0,0,0
20,26,30,45,3.3,48.7,10,23,37,1
20,26,25,40,10.5,18.6,9,23,32,1
18,27,40,50,20.3,44.1,5,0,0,0
18,27,40,50,51.2,63.1,5,22,45,1
24,27,30,50,14.8,28.3,1,25,40,1
20,25,35,50,22.6,37.5,6,0,0,1
20,26,25,45,28.3,67.8,7,23,35,1
23,26,30,50,27.2,55.2,2,24,40,1
19,26,30,50,23.3,36.2,4,0,0,0
23,26,30,50,19.5,27.6,2,24,40,1
18,27,40,50,25.7,64.7,5,22,45,1
23,26,30,50,25.8,44.6,2,0,0,0
20,26,30,45,-10.5,45.6,10,23,37,1
19,26,30,40,22.6,20.2,8,22,35,1
24,27,30,50,24.7,48.1,1,0,0,0
20,26,30,45,4.3,53.2,10,23,37,1
23,26,30,50,26.7,21.3,2,24,40,1
20,26,30,50,20.8,47.7,3,0,0,0
20,26,25,45,30.8,51.3,7,23,35,1
20,25,35,50,32.2,35.0,6,22,42,1
20,26,25,40,24.8,27.8,9,0,0,0
23,26,30,50,19.3,56.7,2,24,40,1
23,26,30,50,28.0,21.2,2,24,40,1
20,26,30,45,24.1,31.4,10,0,0,0
19,26,30,40,37.7,53.4,8,22,35,1
23,26,30,50,11.0,48.4,2,24,40,1
19,26,30,50,22.0,49.8,4,0,0,0
20,26,25,45,40.2,69.8,7,23,35,1
20,26,25,50,5.6,15.0,11,23,37,1
20,26,30,50,25.6,47.5,3,0,0,1
20,26,25,50,9.6,58.9,11,23,37,1
19,26,30,40,24.5,29.4,8,22,35,1
20,26,30,50,21.8,47.5,3,0,0,0
19,26,30,40,52.8,38.7,8,22,35,1
20,25,35,50,26.0,57.1,6,22,42,1
24,27,30,50,26.8,39.6,1,0,0,1
20,26,25,45,31.0,67.0,7,23,35,1
20,25,35,50,17.7,13.8,6,22,42,1
20,26,25,50,22.8,36.2,11,0,0,0
20,26,25,45,48.8,45.1,7,23,35,1
19,26,30,50,29.9,64.1,4,22,40,1
24,27,30,50,25.3,31.5,1,0,0,0
19,26,30,40,45.2,62.3,8,22,35,1
19,26,30,40,30.1,4.3,8,22,35,1
19,26,30,40,24.4,33.6,8,0,0,0
19,26,30,40,51.3,36.6,8,22,35,1
23,26,30,50,9.3,54.1,2,24,40,1
20,26,25,50,22.1,44.5,11,0,0,0
20,26,25,45,45.6,63.3,7,23,35,1
20,25,30,50,23.7,33.5,12,22,40,1
20,26,30,45,20.7,31.8,10,0,0,0
20,26,25,40,10.5,28.5,9,23,32,1
20,25,35,50,24.1,15.6,6,22,42,1
20,26,30,50,24.1,47.7,3,0,0,1
19,26,30,50,32.0,68.4,4,22,40,1
20,25,30,50,24.7,50.8,12,22,40,1
19,26,30,40,22.5,37.2,8,0,0,0
20,25,30,50,-2.4,61.7,12,22,40,1
23,26,30,50,15.0,52.3,2,24,40,1
19,26,30,40,21.2,35.8,8,0,0,0
19,26,30,40,30.5,67.5,8,22,35,1
20,25,30,50,19.6,47.8,12,22,40,1
19,26,30,40,21.9,34.4,8,0,0,1
20,26,30,50,-5.7,53.3,3,23,40,1
23,26,30,50,15.2,58.1,2,24,40,1
23,26,30,50,25.5,42.4,2,0,0,0
20,26,30,50,-9.9,29.1,3,23,40,1
20,26,30,45,20.8,43.7,10,23,37,1
20,26,30,45,21.1,33.2,10,0,0,0
23,26,30,50,18.2,55.3,2,24,40,1
20,26,25,50,23.5,28.1,11,23,37,1
20,26,30,45,21.6,44.3,10,0,0,0
20,25,30,50,10.4,58.5,12,22,40,1
20,26,25,50,9.7,17.8,11,23,37,1
20,26,25,45,23.4,32.4,7,0,0,0
18,27,40,50,43.0,35.5,5,22,45,1
19,26,30,40,24.3,13.4,8,22,35,1
20,26,30,45,23.5,44.0,10,0,0,0
23,26,30,50,14.1,65.6,2,24,40,1
19,26,30,50,18.9,61.2,4,22,40,1
20,25,30,50,22.6,48.1,12,0,0,1
20,26,25,40,-8.3,44.5,9,23,32,1
23,26,30,50,8.3,26.1,2,24,40,1
19,26,30,50,20.0,31.9,4,0,0,1
20,25,35,50,24.2,33.2,6,22,42,1
18,27,40,50,33.8,19.3,5,22,45,1
20,26,25,40,23.3,28.2,9,0,0,1
20,26,25,40,0.4,46.9,9,23,32,1
24,27,30,50,15.3,25.1,1,25,40,1
20,26,25,45,23.6,26.3,7,0,0,0
20,26,30,45,-6.1,49.3,10,23,37,1
20,26,25,40,22.2,22.7,9,23,32,1
24,27,30,50,26.0,47.9,1,0,0,1
20,26,25,45,51.3,41.1,7,23,35,1
20,26,25,40,19.8,24.5,9,23,32,1
19,26,30,40,22.1,30.5,8,0,0,1
23,26,30,50,14.3,53.2,2,24,40,1
18,27,40,50,22.6,28.6,5,22,45,1
20,26,25,45,20.1,27.5,7,0,0,0
19,26,30,50,39.7,71.8,4,22,40,1
20,25,30,50,13.0,47.2,12,22,40,1
19,26,30,50,23.0,39.7,4,0,0,1
20,26,25,45,48.6,56.6,7,23,35,1
20,26,30,45,8.7,28.1,10,23,37,1
20,26,25,45,22.1,34.0,7,0,0,0
18,27,40,50,52.6,58.0,5,22,45,1
20,26,25,50,11.3,50.8,11,23,37,1
23,26,30,50,25.0,32.7,2,0,0,0
20,26,25,40,9.5,46.4,9,23,32,1
19,26,30,40,23.8,21.9,8,22,35,1
23,26,30,50,24.9,49.3,2,0,0,0
20,26,30,50,8.8,56.1,3,23,40,1
18,27,40,50,34.1,60.3,5,22,45,1
23,26,30,50,24.8,40.9,2,0,0,1
20,25,30,50,7.5,52.8,12,22,40,1
20,26,30,50,13.2,56.2,3,23,40,1
19,26,30,50,24.8,49.3,4,0,0,1
20,26,30,45,11.6,59.3,10,23,37,1
20,25,35,50,21.8,52.0,6,22,42,1
20,26,25,40,20.1,31.9,9,0,0,1
20,26,30,50,-14.4,56.7,3,23,40,1
20,26,30,45,19.7,54.3,10,23,37,1
19,26,30,50,25.3,43.9,4,0,0,1
20,25,35,50,49.0,72.5,6,22,42,1
20,25,35,50,20.0,23.7,6,22,42,1
24,27,30,50,24.5,46.0,1,0,0,1
20,26,25,40,10.1,45.0,9,23,32,1
20,26,25,50,12.8,59.7,11,23,37,1
20,26,30,45,20.0,34.4,10,0,0,0
23,26,30,50,18.8,52.3,2,24,40,1
19,26,30,50,26.8,4.9,4,22,40,1
